Model,Strategy,Method,Rank,Feature,Importance
Random Forest,SMOTE,Permutation,25,vigorous_work_activity,0.0002048972544201111
Random Forest,SMOTE,Permutation,26,ever_almost_daily_heavy_drinking,0.00018659725219900004
Random Forest,SMOTE,Permutation,27,education_level,0.00017510543022375424
Random Forest,SMOTE,Permutation,28,cholesterol_mg,0.0001454705321677907
Random Forest,SMOTE,Permutation,29,fiber_g,0.00011496650471874425
Random Forest,SMOTE,Permutation,30,insurance_gap_past_12_months,7.492619642894827e-05
Random Forest,SMOTE,Permutation,31,adult_food_security_category,5.363252629826398e-05
Random Forest,SMOTE,Permutation,32,energy_kcal,4.3154688614943645e-05
Random Forest,SMOTE,Permutation,33,household_food_security_category,3.0697167314019946e-05
Random Forest,SMOTE,Permutation,34,protein_g,2.9453829432263266e-05
Random Forest,SMOTE,Permutation,35,has_health_insurance,-2.7184436017235747e-05
Random Forest,SMOTE,Permutation,36,sleep_hours,-4.5315440856358305e-05
Random Forest,SMOTE,Permutation,37,physical_activity_moderate_equivalent_min_week,-4.740376564806859e-05
Random Forest,SMOTE,Permutation,38,ever_smoked_100_cigarettes,-6.050106275222733e-05
Random Forest,SMOTE,Permutation,39,race_ethnicity_2.0,-0.00016384296183860058
Random Forest,SMOTE,Permutation,40,total_fat_g,-0.00026232015057197635
Random Forest,SMOTE,Permutation,41,walk_or_bicycle_transport,-0.00027099937326125476
Random Forest,SMOTE,Permutation,42,phq9_score,-0.0003743412723476114
Random Forest,SMOTE,Permutation,43,moderate_recreational_activity,-0.0005469962405326489
Random Forest,SMOTE,Mean Decrease Impurity,1,ever_told_hypertension,0.16442974603555427
Random Forest,SMOTE,Mean Decrease Impurity,2,family_history_diabetes,0.1412085889947136
Random Forest,SMOTE,Mean Decrease Impurity,3,ever_told_high_cholesterol,0.09839798552431256
Random Forest,SMOTE,Mean Decrease Impurity,4,age,0.08751646550769857
Random Forest,SMOTE,Mean Decrease Impurity,5,waist_circumference,0.05034756320470223
Random Forest,SMOTE,Mean Decrease Impurity,6,moderate_recreational_activity,0.03271744925268436
Random Forest,SMOTE,Mean Decrease Impurity,7,trouble_sleeping_reported_to_doctor,0.030899997558930612
Random Forest,SMOTE,Mean Decrease Impurity,8,vigorous_recreational_activity,0.030693607039987966
Random Forest,SMOTE,Mean Decrease Impurity,9,ever_smoked_100_cigarettes,0.030325894745759172
Random Forest,SMOTE,Mean Decrease Impurity,10,bmi,0.027174282996883847
Random Forest,SMOTE,Mean Decrease Impurity,11,sex,0.026151070991620888
Random Forest,SMOTE,Mean Decrease Impurity,12,total_cholesterol_mg_dl,0.021012804565421254
Random Forest,SMOTE,Mean Decrease Impurity,13,income_poverty_ratio,0.018241422222955824
Random Forest,SMOTE,Mean Decrease Impurity,14,education_level,0.01809680767919593
Random Forest,SMOTE,Mean Decrease Impurity,15,hdl_cholesterol_mg_dl,0.01685686585971882
Random Forest,SMOTE,Mean Decrease Impurity,16,mean_systolic_bp,0.016654025175072078
Random Forest,SMOTE,Mean Decrease Impurity,17,has_health_insurance,0.014905640000601805
Random Forest,SMOTE,Mean Decrease Impurity,18,phq9_score,0.013114853401463648
Random Forest,SMOTE,Mean Decrease Impurity,19,total_sugar_g,0.011696778211743
Random Forest,SMOTE,Mean Decrease Impurity,20,usual_place_for_healthcare,0.011256483785989434
Random Forest,SMOTE,Mean Decrease Impurity,21,walk_or_bicycle_transport,0.010902707394072873
Random Forest,SMOTE,Mean Decrease Impurity,22,mean_diastolic_bp,0.010411723060181403
Random Forest,SMOTE,Mean Decrease Impurity,23,moderate_work_activity,0.009481940926968097
Random Forest,SMOTE,Mean Decrease Impurity,24,carbohydrate_g,0.00864312856237626
Random Forest,SMOTE,Mean Decrease Impurity,25,energy_kcal,0.008231478552956834
Random Forest,SMOTE,Mean Decrease Impurity,26,self_rated_health,0.007890176816606127
Random Forest,SMOTE,Mean Decrease Impurity,27,fiber_g,0.0076737178698146795
Random Forest,SMOTE,Mean Decrease Impurity,28,cholesterol_mg,0.007471442787630301
Random Forest,SMOTE,Mean Decrease Impurity,29,physical_activity_moderate_equivalent_min_week,0.0074056820774113215
Random Forest,SMOTE,Mean Decrease Impurity,30,protein_g,0.007119561517806699
Random Forest,SMOTE,Mean Decrease Impurity,31,total_fat_g,0.007096071533189964
Random Forest,SMOTE,Mean Decrease Impurity,32,sedentary_minutes_per_day,0.0070007033974806305
Random Forest,SMOTE,Mean Decrease Impurity,33,sleep_hours,0.006536866113690235
Random Forest,SMOTE,Mean Decrease Impurity,34,race_ethnicity_4.0,0.006149146126123155
Random Forest,SMOTE,Mean Decrease Impurity,35,healthcare_visits_past_12_months,0.005399758305103245
Random Forest,SMOTE,Mean Decrease Impurity,36,ever_almost_daily_heavy_drinking,0.0043071075397489375
Random Forest,SMOTE,Mean Decrease Impurity,37,race_ethnicity_6.0,0.0042743148445041285
Random Forest,SMOTE,Mean Decrease Impurity,38,race_ethnicity_3.0,0.0030023771945803506
Random Forest,SMOTE,Mean Decrease Impurity,39,vigorous_work_activity,0.0029272776483947973
Random Forest,SMOTE,Mean Decrease Impurity,40,race_ethnicity_2.0,0.0018405934722414308
Random Forest,SMOTE,Mean Decrease Impurity,41,adult_food_security_category,0.00181208341487745
Random Forest,SMOTE,Mean Decrease Impurity,42,household_food_security_category,0.0016913712595332433
Random Forest,SMOTE,Mean Decrease Impurity,43,insurance_gap_past_12_months,0.0010324368296980658
